split,contract_id,source_path,function_name,source_span,interaction_id,review_priority,predicted_score,current_label,proposed_cleaned_label,vulnerability_type,safety_features_present,risk_evidence,protection_evidence,short_explanation,confidence,external_call_line,state_update_line,modifier_guard_evidence,code_snippet,review_source
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsMultiGauge_StakeDAO,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Staking/Variants/StakingRewardsMultiGauge_StakeDAO.sol,_stakeLocked,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Staking/Variants/StakingRewardsMultiGauge_StakeDAO.sol#L598-L635,i:_stakeLocked,,0.9117086753484138,0,ambiguous_quarantine,reentrancy,state_update_after_external_call|require_assert_guard_before_call|safe_erc20_wrapper|contract_inheritance_modifier_summary,external call present | state update after external call | very high model score,safe ERC20 wrapper signal | require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,"L25: TransferHelper.safeTransferFrom(address(stakingToken), source_address, address(this), liquidity);",L14: uint256 lock_multiplier = lockMultiplier(secs);,"L8: require(!stakingPaused, ""Staking paused"");","20:             start_timestamp.add(secs),\n21:             lock_multiplier\n22:         ));\n23: \n24:         // Pull the tokens from the source_address\n25:         TransferHelper.safeTransferFrom(address(stakingToken), source_address, address(this), liquidity);\n26: \n27:         // Update liquidities\n28:         _total_liquidity_locked = _total_liquidity_locked.add(liquidity);\n29:         _locked_liquidity[staker_address] = _locked_liquidity[staker_address].add(liquidity);\n30: \n31:         // Need to call to update the combined weights\n32:         _updateRewardAndBalance(staker_address, false);\n33: ",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsMultiGauge_StakeDAO_FRAX_Put,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Staking/Variants/StakingRewardsMultiGauge_StakeDAO_FRAX_Put.sol,_stakeLocked,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e/src/hardhat/contracts/Staking/Variants/StakingRewardsMultiGauge_StakeDAO_FRAX_Put.sol#L598-L635,i:_stakeLocked,,0.9117086177731949,0,ambiguous_quarantine,reentrancy,state_update_after_external_call|require_assert_guard_before_call|safe_erc20_wrapper|contract_inheritance_modifier_summary,external call present | state update after external call | very high model score,safe ERC20 wrapper signal | require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,"L25: TransferHelper.safeTransferFrom(address(stakingToken), source_address, address(this), liquidity);",L14: uint256 lock_multiplier = lockMultiplier(secs);,"L8: require(!stakingPaused, ""Staking paused"");","20:             start_timestamp.add(secs),\n21:             lock_multiplier\n22:         ));\n23: \n24:         // Pull the tokens from the source_address\n25:         TransferHelper.safeTransferFrom(address(stakingToken), source_address, address(this), liquidity);\n26: \n27:         // Update liquidities\n28:         _total_liquidity_locked = _total_liquidity_locked.add(liquidity);\n29:         _locked_liquidity[staker_address] = _locked_liquidity[staker_address].add(liquidity);\n30: \n31:         // Need to call to update the combined weights\n32:         _updateRewardAndBalance(staker_address, false);\n33: ",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Primitive/rmm-core-5dcf4306fc32fb9a4e3c154deb86f6b9d513c344::TestAllocateCallback,DAppSCAN-source/contracts/Trail_of_Bits-Primitive/rmm-core-5dcf4306fc32fb9a4e3c154deb86f6b9d513c344/contracts/test/callbacks/TestAllocateCallback.sol,allocateCallback,DAppSCAN-source/contracts/Trail_of_Bits-Primitive/rmm-core-5dcf4306fc32fb9a4e3c154deb86f6b9d513c344/contracts/test/callbacks/TestAllocateCallback.sol#L9-L33,i:allocateCallback,,0.9093824248472437,0,ambiguous_quarantine,reentrancy,state_update_before_external_call|state_update_after_external_call|trusted_or_fixed_callee,external call present | state update after external call | very high model score,trusted/fixed callee signal,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,,L9: address token0 = risky();,,"1: function allocateCallback(\n2:         uint256 delRisky,\n3:         uint256 delStable,\n4:         bytes calldata data\n5:     ) public {\n6:         data;\n7: \n8:         if (scenario == Scenario.FAIL) return;\n9:         address token0 = risky();\n10:         address token1 = stable();\n11:         address from = getCaller();\n12: \n13:         if (scenario == Scenario.SUCCESS) {\n14:             IERC20(token0).transferFrom(from, msg.sender, delRisky);",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/consensys-Fei_Protocol_v2_Phase_1/fei-protocol-core-5e3e2ab889f06831f4fe2e8460066ded40ccf0a8::UniswapPCVDeposit,DAppSCAN-source/contracts/consensys-Fei_Protocol_v2_Phase_1/fei-protocol-core-5e3e2ab889f06831f4fe2e8460066ded40ccf0a8/contracts/pcv/uniswap/UniswapPCVDeposit.sol,withdraw,DAppSCAN-source/contracts/consensys-Fei_Protocol_v2_Phase_1/fei-protocol-core-5e3e2ab889f06831f4fe2e8460066ded40ccf0a8/contracts/pcv/uniswap/UniswapPCVDeposit.sol#L72-L101,i:withdraw,,0.9067939703457306,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled|safe_erc20_wrapper|contract_modifier_access_summary|contract_inheritance_modifier_summary,external call present | callee appears user/attacker controlled | very high model score,safe ERC20 wrapper signal | require/assert/revert guard before call,Guard-before-call exists but does not prove reentrancy safety against a high-scoring attacker-controlled call.,low,"L25: SafeERC20.safeTransfer(IERC20(token), to, amountWithdrawn);",L7: uint256 totalUnderlying = balance();,L8: require(,"20:         uint256 liquidityToWithdraw =\n21:             ratioToWithdraw.mul(totalLiquidity).asUint256();\n22: \n23:         // Withdraw liquidity from the pair and send to target\n24:         uint256 amountWithdrawn = _removeLiquidity(liquidityToWithdraw);\n25:         SafeERC20.safeTransfer(IERC20(token), to, amountWithdrawn);\n26: \n27:         _burnFeiHeld(); // burn remaining FEI\n28: \n29:         emit Withdrawal(msg.sender, to, amountWithdrawn);\n30:     }",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-YieldProtocol/fyDai-4422fda75931f2bfea49f5041ec90dc026e5c03d::Splitter,DAppSCAN-source/contracts/Trail_of_Bits-YieldProtocol/fyDai-4422fda75931f2bfea49f5041ec90dc026e5c03d/contracts/peripheral/Splitter.sol,yieldToMaker,DAppSCAN-source/contracts/Trail_of_Bits-YieldProtocol/fyDai-4422fda75931f2bfea49f5041ec90dc026e5c03d/contracts/peripheral/Splitter.sol#L116-L132,i:yieldToMaker,,0.8927355883995332,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled|trusted_or_fixed_callee|contract_inheritance_modifier_summary,external call present | callee appears user/attacker controlled,trusted/fixed callee signal | require/assert/revert guard before call,Guard-before-call exists but does not prove reentrancy safety against a high-scoring attacker-controlled call.,low,,,L3: require(,"1: function yieldToMaker(address user, uint256 yDaiAmount, uint256 wethAmount) public {\n2:         // The user specifies the yDai he wants to move, and the weth to be passed on as collateral\n3:         require(\n4:             yDaiAmount <= controller.debtYDai(WETH, yDai.maturity(), user),\n5:             ""Splitter: Not enough debt in Yield""\n6:         );\n7:         require(\n8:             wethAmount <= controller.posted(WETH, user),\n9:             ""Splitter: Not enough collateral in Yield""\n10:         );\n11:         // Flash mint the yDai\n12:         yDai.flashMint(\n13:             address(this),\n14:             yDaiAmount,",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::PancakeMasterChef,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129/contracts/6/protocol/apis/pancake/PancakeMasterChef.sol,migrate,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129/contracts/6/protocol/apis/pancake/PancakeMasterChef.sol#L1615-L1624,i:migrate,,0.8895269717916177,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary,external call present | callee appears user/attacker controlled,safe ERC20 wrapper signal | require/assert/revert guard before call,Guard-before-call exists but does not prove reentrancy safety against a high-scoring attacker-controlled call.,low,,L3: PoolInfo storage pool = poolInfo[_pid];,"L2: require(address(migrator) != address(0), ""migrate: no migrator"");","1: function migrate(uint256 _pid) public {\n2:         require(address(migrator) != address(0), ""migrate: no migrator"");\n3:         PoolInfo storage pool = poolInfo[_pid];\n4:         IBEP20 lpToken = pool.lpToken;\n5:         uint256 bal = lpToken.balanceOf(address(this));\n6:         lpToken.safeApprove(address(migrator), bal);\n7:         IBEP20 newLpToken = migrator.migrate(lpToken);\n8:         require(bal == newLpToken.balanceOf(address(this)), ""migrate: bad"");\n9:         pool.lpToken = newLpToken;\n10:     }",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::PancakeMasterChef,DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d/contracts/6/protocol/apis/pancake/PancakeMasterChef.sol,migrate,DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d/contracts/6/protocol/apis/pancake/PancakeMasterChef.sol#L1615-L1624,i:migrate,,0.8895261517706992,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary,external call present | callee appears user/attacker controlled,safe ERC20 wrapper signal | require/assert/revert guard before call,Guard-before-call exists but does not prove reentrancy safety against a high-scoring attacker-controlled call.,low,,L3: PoolInfo storage pool = poolInfo[_pid];,"L2: require(address(migrator) != address(0), ""migrate: no migrator"");","1: function migrate(uint256 _pid) public {\n2:         require(address(migrator) != address(0), ""migrate: no migrator"");\n3:         PoolInfo storage pool = poolInfo[_pid];\n4:         IBEP20 lpToken = pool.lpToken;\n5:         uint256 bal = lpToken.balanceOf(address(this));\n6:         lpToken.safeApprove(address(migrator), bal);\n7:         IBEP20 newLpToken = migrator.migrate(lpToken);\n8:         require(bal == newLpToken.balanceOf(address(this)), ""migrate: bad"");\n9:         pool.lpToken = newLpToken;\n10:     }",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159::Vesting,DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159/contracts/Vesting.sol,lock,DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159/contracts/Vesting.sol#L84-L101,i:lock,,0.8823215603778299,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|only_owner_or_access_control|callee_user_controlled|safe_erc20_wrapper|contract_modifier_access_summary|contract_inheritance_modifier_summary,external call present | callee appears user/attacker controlled,owner/access-control signal | safe ERC20 wrapper signal | require/assert/revert guard before call,Guard-before-call exists but does not prove reentrancy safety against a high-scoring attacker-controlled call.,low,"L9: token.safeTransferFrom(_msgSender(), address(this), amount);",L11: currentPeriod += 1;,"L7: require(periodsIndex[recipient].length <= maxPeriodsPerRecipient(), ""Vesting::lock: too many periods""); | function lock(
        address recipient,
        uint256 amount,
        string memory description,
        uint256 date
    ) external onlyOwner returns (uint256)","4:         string memory description,\n5:         uint256 date\n6:     ) external onlyOwner returns (uint256) {\n7:         require(periodsIndex[recipient].length <= maxPeriodsPerRecipient(), ""Vesting::lock: too many periods"");\n8: \n9:         token.safeTransferFrom(_msgSender(), address(this), amount);\n10: \n11:         currentPeriod += 1;\n12:         participants.add(recipient);\n13:         periods[recipient][currentPeriod] = Period(currentPeriod, amount, date, description, false);\n14:         periodsIndex[recipient].push(currentPeriod);\n15:         emit Locked(currentPeriod);\n16: \n17:         return currentPeriod;",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/PeckShield-BabySwap/code::SmartChefInitializable,DAppSCAN-source/contracts/PeckShield-BabySwap/code/baby-swap-contract-cac289bf978d969c95721c2adb9f199cee72ffa6/contracts/farm/PoolFactory.sol,initialize,DAppSCAN-source/contracts/PeckShield-BabySwap/code/baby-swap-contract-cac289bf978d969c95721c2adb9f199cee72ffa6/contracts/farm/PoolFactory.sol#L879-L915,i:initialize,,0.8795244935622106,0,ambiguous_quarantine,reentrancy,state_update_before_external_call|state_update_after_external_call|require_assert_guard_before_call|callee_user_controlled|contract_many_risky_interactions|contract_modifier_access_summary,external call present | callee appears user/attacker controlled | state update after external call,require/assert/revert guard before call,Guard-before-call exists but does not prove reentrancy safety against a high-scoring attacker-controlled call.,low,,L14: isInitialized = true;,"L10: require(!isInitialized, ""Already initialized"");","1: function initialize(\n2:         IBEP20 _stakedToken,\n3:         IBEP20 _rewardToken,\n4:         uint256 _rewardPerBlock,\n5:         uint256 _startBlock,\n6:         uint256 _bonusEndBlock,\n7:         uint256 _poolLimitPerUser,\n8:         address _admin\n9:     ) external {\n10:         require(!isInitialized, ""Already initialized"");\n11:         require(msg.sender == SMART_CHEF_FACTORY, ""Not factory"");\n12: \n13:         // Make this contract initialized\n14:         isInitialized = true;",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b::PoolRegistry,DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b/contracts/contracts/PoolRegistry.sol,addPool,DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b/contracts/contracts/PoolRegistry.sol#L69-L90,i:addPool,,0.8713255094731673,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|only_owner_or_access_control|callee_user_controlled|contract_modifier_access_summary,external call present | callee appears user/attacker controlled,owner/access-control signal | require/assert/revert guard before call,Guard-before-call exists but does not prove reentrancy safety against a high-scoring attacker-controlled call.,low,,L8: rewards = IProxyFactory(proxyFactory).clone(rewardImplementation);,"L2: require(_implementation != address(0), ""!imp""); | function addPool(address _implementation, address _stakingAddress, address _stakingToken) external onlyOperator","1: function addPool(address _implementation, address _stakingAddress, address _stakingToken) external onlyOperator{\n2:         require(_implementation != address(0), ""!imp"");\n3:         require(_stakingAddress != address(0), ""!stkAdd"");\n4:         require(_stakingToken != address(0), ""!stkTok"");\n5: \n6:         address rewards;\n7:         if(rewardImplementation != address(0)){\n8:            rewards = IProxyFactory(proxyFactory).clone(rewardImplementation);\n9:            IRewards(rewards).initialize(poolInfo.length, rewardsStartActive);\n10:         }\n11: \n12:         poolInfo.push(\n13:             PoolInfo({\n14:                 implementation: _implementation,",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90::Airdrop,DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90/contracts/features/Airdrop.sol,reclaim,DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90/contracts/features/Airdrop.sol#L35-L39,i:reclaim,,0.8702636414150577,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|only_owner_or_access_control|callee_user_controlled|contract_modifier_access_summary,external call present | callee appears user/attacker controlled,owner/access-control signal | require/assert/revert guard before call,Guard-before-call exists but does not prove reentrancy safety against a high-scoring attacker-controlled call.,low,"L4: token.transfer(destination, unclaimed);",L3: uint256 unclaimed = token.balanceOf(address(this));,"L2: require(block.timestamp > expiration, ""Not expired""); | function reclaim(address destination) external onlyOwner","1: function reclaim(address destination) external onlyOwner {\n2:         require(block.timestamp > expiration, ""Not expired"");\n3:         uint256 unclaimed = token.balanceOf(address(this));\n4:         token.transfer(destination, unclaimed);\n5:     }",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/PeckShield-Buffer/code::BufferStakingIBFR,DAppSCAN-source/contracts/PeckShield-Buffer/code/Buffer-Protocol-1c648bb35feca23bc801ce76aba63ca66af5917e/contracts/Staking/BufferStakingIBFR.sol,buy,DAppSCAN-source/contracts/PeckShield-Buffer/code/Buffer-Protocol-1c648bb35feca23bc801ce76aba63ca66af5917e/contracts/Staking/BufferStakingIBFR.sol#L58-L64,i:buy,,0.867193189507169,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|trusted_or_fixed_callee|contract_inheritance_modifier_summary,external call present,trusted/fixed callee signal | require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,,L2: lastBoughtTimestamp[msg.sender] = block.timestamp;,"L3: require(amountOfTokens > 0, ""Amount is zero"");","1: function buy(uint256 amountOfTokens) external override {\n2:         lastBoughtTimestamp[msg.sender] = block.timestamp;\n3:         require(amountOfTokens > 0, ""Amount is zero"");\n4:         require(totalSupply() + amountOfTokens <= maxSupply());\n5:         _mint(msg.sender, amountOfTokens);\n6:         BUFFER.transferFrom(msg.sender, address(this), amountOfTokens * lotPrice());\n7:     }",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/consensys-Fei_Protocol_v2_Phase_1/fei-protocol-core-5e3e2ab889f06831f4fe2e8460066ded40ccf0a8::BondingCurve,DAppSCAN-source/contracts/consensys-Fei_Protocol_v2_Phase_1/fei-protocol-core-5e3e2ab889f06831f4fe2e8460066ded40ccf0a8/contracts/bondingcurve/BondingCurve.sol,purchase,DAppSCAN-source/contracts/consensys-Fei_Protocol_v2_Phase_1/fei-protocol-core-5e3e2ab889f06831f4fe2e8460066ded40ccf0a8/contracts/bondingcurve/BondingCurve.sol#L90-L101,i:purchase,,0.8609671528435267,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|safe_erc20_wrapper|contract_modifier_access_summary|contract_inheritance_modifier_summary,external call present,safe ERC20 wrapper signal | require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,"L10: SafeERC20.safeTransferFrom(token, msg.sender, address(this), amountIn);",,"L9: require(msg.value == 0, ""BondingCurve: unexpected ETH input"");","5:         override\n6:         whenNotPaused\n7:         returns (uint256 amountOut)\n8:     {\n9:         require(msg.value == 0, ""BondingCurve: unexpected ETH input"");\n10:         SafeERC20.safeTransferFrom(token, msg.sender, address(this), amountIn);\n11:         return _purchase(amountIn, to);\n12:     }",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/consensys-Fei_Protocol/fei-protocol-core-ff892c5d0b9697f249d713bbb2b3bd1da7980ed2::Core,DAppSCAN-source/contracts/consensys-Fei_Protocol/fei-protocol-core-ff892c5d0b9697f249d713bbb2b3bd1da7980ed2/contracts/core/Core.sol,allocateTribe,DAppSCAN-source/contracts/consensys-Fei_Protocol/fei-protocol-core-ff892c5d0b9697f249d713bbb2b3bd1da7980ed2/contracts/core/Core.sol#L39-L46,i:allocateTribe,,0.8600447469493333,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|only_owner_or_access_control|contract_modifier_access_summary|contract_inheritance_modifier_summary,external call present,owner/access-control signal | require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,"L5: _tribe.transfer(to, amount);",L2: IERC20 _tribe = tribe;,"L3: require(_tribe.balanceOf(address(this)) > amount, ""Core: Not enough Tribe""); | function allocateTribe(address to, uint amount) external override onlyGovernor","1: function allocateTribe(address to, uint amount) external override onlyGovernor {\n2: 		IERC20 _tribe = tribe;\n3: 		require(_tribe.balanceOf(address(this)) > amount, ""Core: Not enough Tribe"");\n4: \n5: 		_tribe.transfer(to, amount);\n6: \n7: 		emit TribeAllocation(to, amount);\n8: 	}",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/PeckShield-Buffer/code::BufferStaking,DAppSCAN-source/contracts/PeckShield-Buffer/code/Buffer-Protocol-1c648bb35feca23bc801ce76aba63ca66af5917e/contracts/Staking/BufferStaking.sol,buy,DAppSCAN-source/contracts/PeckShield-Buffer/code/Buffer-Protocol-1c648bb35feca23bc801ce76aba63ca66af5917e/contracts/Staking/BufferStaking.sol#L58-L64,i:buy,,0.8592086168039006,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|trusted_or_fixed_callee|contract_inheritance_modifier_summary,external call present,trusted/fixed callee signal | require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,,L2: lastBoughtTimestamp[msg.sender] = block.timestamp;,"L3: require(amountOfTokens > 0, ""Amount is zero"");","1: function buy(uint256 amountOfTokens) external override {\n2:         lastBoughtTimestamp[msg.sender] = block.timestamp;\n3:         require(amountOfTokens > 0, ""Amount is zero"");\n4:         require(totalSupply() + amountOfTokens <= maxSupply());\n5:         _mint(msg.sender, amountOfTokens);\n6:         BUFFER.transferFrom(msg.sender, address(this), amountOfTokens * lotPrice());\n7:     }",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/Chainsulting-Furucombo-project2/trevi-b3f7fd332873321152db48c9d43fc23a60a29f1a::Fountain,DAppSCAN-source/contracts/Chainsulting-Furucombo-project2/trevi-b3f7fd332873321152db48c9d43fc23a60a29f1a/contracts/Fountain.sol,permit,DAppSCAN-source/contracts/Chainsulting-Furucombo-project2/trevi-b3f7fd332873321152db48c9d43fc23a60a29f1a/contracts/Fountain.sol#L42-L73,i:permit,,0.8579153406732402,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|trusted_or_fixed_callee|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,external call present,trusted/fixed callee signal | require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,,L13: bytes32 structHash =,"L11: require(block.timestamp <= deadline, ""ERC20Permit: expired deadline"");","1: function permit(\n2:         address owner,\n3:         address spender,\n4:         uint256 value,\n5:         uint256 deadline,\n6:         uint8 v,\n7:         bytes32 r,\n8:         bytes32 s\n9:     ) public virtual override {\n10:         // solhint-disable-next-line not-rely-on-time\n11:         require(block.timestamp <= deadline, ""ERC20Permit: expired deadline"");\n12: \n13:         bytes32 structHash =\n14:             keccak256(",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-YieldProtocol/fyDai-4422fda75931f2bfea49f5041ec90dc026e5c03d::Unwind,DAppSCAN-source/contracts/Trail_of_Bits-YieldProtocol/fyDai-4422fda75931f2bfea49f5041ec90dc026e5c03d/contracts/Unwind.sol,settleTreasury,DAppSCAN-source/contracts/Trail_of_Bits-YieldProtocol/fyDai-4422fda75931f2bfea49f5041ec90dc026e5c03d/contracts/Unwind.sol#L128-L147,i:settleTreasury,,0.8551816527072221,0,ambiguous_quarantine,reentrancy,state_update_before_external_call|state_update_after_external_call|require_assert_guard_before_call|trusted_or_fixed_callee|contract_inheritance_modifier_summary,external call present | state update after external call,trusted/fixed callee signal | require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,,L7: _treasuryWeth = ink;                            // We will need this to skim profits,L2: require(,"1: function settleTreasury() public {\n2:         require(\n3:             live == false,\n4:             ""Unwind: Unwind first""\n5:         );\n6:         (uint256 ink, uint256 art) = _vat.urns(WETH, address(_treasury));\n7:         _treasuryWeth = ink;                            // We will need this to skim profits\n8:         _vat.fork(                                      // Take the treasury vault\n9:             WETH,\n10:             address(_treasury),\n11:             address(this),\n12:             toInt(ink),\n13:             toInt(art)\n14:         );",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-MapleFinance/liquidations-35c628e5ab45fbffaab7aef43a030a98b712a94a::SushiswapStrategy,DAppSCAN-source/contracts/Trail_of_Bits-MapleFinance/liquidations-35c628e5ab45fbffaab7aef43a030a98b712a94a/contracts/SushiswapStrategy.sol,swap,DAppSCAN-source/contracts/Trail_of_Bits-MapleFinance/liquidations-35c628e5ab45fbffaab7aef43a030a98b712a94a/contracts/SushiswapStrategy.sol#L41-L73,i:swap,,0.8535177129264213,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|trusted_or_fixed_callee|contract_inheritance_modifier_summary,external call present,trusted/fixed callee signal | require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,"L32: require(ERC20Helper.transfer(fundsAsset_, profitDestination_, IERC20Like(fundsAsset_).balanceOf(address(this)) - minReturnAmount_), ""SushiswapStrategy:PROFIT_TRANSFER"");",L15: bool hasMiddleAsset = middleAsset_ != fundsAsset_ && middleAsset_ != address(0);,"L11: require(IERC20Like(collateralAsset_).balanceOf(address(this)) == swapAmount_, ""SushiswapStrategy:WRONG_COLLATERAL_AMT"");","27:             path,\n28:             address(this),\n29:             block.timestamp\n30:         );\n31: \n32:         require(ERC20Helper.transfer(fundsAsset_, profitDestination_, IERC20Like(fundsAsset_).balanceOf(address(this)) - minReturnAmount_), ""SushiswapStrategy:PROFIT_TRANSFER"");\n33:     }",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/consensys-Skyweaver/Skyweaver-contracts-bde0c184db6168bf86656a48b12d5747950b54d9::GoldCardsFactory,DAppSCAN-source/contracts/consensys-Skyweaver/Skyweaver-contracts-bde0c184db6168bf86656a48b12d5747950b54d9/contracts/shop/GoldCardsFactory.sol,mineGolds,DAppSCAN-source/contracts/consensys-Skyweaver/Skyweaver-contracts-bde0c184db6168bf86656a48b12d5747950b54d9/contracts/shop/GoldCardsFactory.sol#L342-L388,i:mineGolds,,0.8523903490071545,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled|safe_erc20_wrapper|contract_inheritance_modifier_summary,external call present | callee appears user/attacker controlled,safe ERC20 wrapper signal | require/assert/revert guard before call,Guard-before-call exists but does not prove reentrancy safety against a high-scoring attacker-controlled call.,low,"L42: weaveContract.safeTransferFrom(address(this), fee_recipient, weaveID, fee_amount, """");",L11: bytes32 order_hash = keccak256(abi.encode(_order));,"L5: require(_order.cardAmount == _indexes.length, ""GoldCardsFactory#mineGolds: INVALID_INDEXES_ARRAY_LENGTH"");","37:     // Pay fee to operator\n38:     uint256 fee_amount = _order.feeAmount;\n39:     if (fee_amount > 0) {\n40:       // If send to `feeRecipient` if specified, else free for all\n41:       address fee_recipient = _order.feeRecipient == address(0x0) ? msg.sender : _order.feeRecipient;\n42:       weaveContract.safeTransferFrom(address(this), fee_recipient, weaveID, fee_amount, """");\n43:     }\n44: \n45:     // Emit event\n46:     emit OrderFulfilled(order_hash);\n47:   }",phase1b_packet
